公司名稱,公司簡稱,公司代號
寒舍餐旅管理顧問股份有限公司,寒舍,2739
雲品國際酒店股份有限公司,雲品,2748
八方雲集國際股份有限公司,八方雲集,2753
世界健身股份有限公司,世界健身-KY,2762
彰化商業銀行股份有限公司,彰銀,2801
台中商業銀行股份有限公司,台中銀,2812
旺旺友聯產物保險股份有限公司,旺旺保,2816
中華票券金融股份有限公司,華票,2820
台灣產物保險股份有限公司,台產,2832
臺灣中小企業銀行股份有限公司,臺企銀,2834
高雄銀行股份有限公司,高雄銀,2836
聯邦商業銀行股份有限公司,聯邦銀,2838
遠東國際商業銀行股份有限公司,遠東銀,2845
安泰商業銀行股份有限公司,安泰銀,2849
新光產物保險股份有限公司,新產,2850
中央再保險股份有限公司,中再保,2851
第一產物保險股份有限公司,第一保,2852
統一綜合證券股份有限公司,統一證,2855
三商美邦人壽保險股份有限公司,三商壽,2867
華南金融控股股份有限公司,華南金,2880
富邦金融控股股份有限公司,富邦金,2881
國泰金融控股股份有限公司,國泰金,2882
凱基金融控股股份有限公司,凱基金,2883
玉山金融控股股份有限公司,玉山金,2884
元大金融控股股份有限公司,元大金,2885
兆豐金融控股股份有限公司,兆豐金,2886
台新新光金融控股股份有限公司,台新新光金,2887
國票金融控股股份有限公司,國票金,2889
永豐金融控股股份有限公司,永豐金,2890
中國信託金融控股股份有限公司,中信金,2891
第一金融控股股份有限公司,第一金,2892
王道商業銀行股份有限公司,王道銀行,2897
欣欣大眾市場股份有限公司,欣欣,2901
遠東百貨股份有限公司,遠百,2903
匯僑股份有限公司,匯僑,2904
三商投資控股股份有限公司,三商,2905
高林實業股份有限公司,高林,2906
特力股份有限公司,特力,2908
統領百貨股份有限公司,統領,2910
麗嬰房股份有限公司,麗嬰房,2911
統一超商股份有限公司,統一超,2912
台灣農林股份有限公司,農林,2913
潤泰全球股份有限公司,潤泰全,2915
鼎固控股有限公司,鼎固-KY,2923
淘帝國際控股有限公司,淘帝-KY,2929
永邑國際集團股份有限公司,永邑-KY,2939
三商家購股份有限公司,三商家購,2945
歐格電子股份有限公司,歐格,3002
健和興端子股份有限公司,健和興,3003
豐達科技股份有限公司,豐達科,3004
神基控股股份有限公司,神基,3005
晶豪科技股份有限公司,晶豪科,3006
大立光電股份有限公司,大立光,3008
華立企業股份有限公司,華立,3010
今皓實業股份有限公司,今皓,3011
晟銘電子科技股份有限公司,晟銘電,3013
聯陽半導體股份有限公司,聯陽,3014
全漢企業股份有限公司,全漢,3015
嘉晶電子股份有限公司,嘉晶,3016
奇鋐科技股份有限公司,奇鋐,3017
隆銘綠能科技工程股份有限公司,隆銘綠能,3018
亞洲光學股份有限公司,亞光,3019
鴻名企業股份有限公司,鴻名,3021
威強電工業電腦股份有限公司,威強電,3022
信邦電子股份有限公司,信邦,3023
憶聲電子股份有限公司,憶聲,3024
星通資訊股份有限公司,星通,3025
禾伸堂企業股份有限公司,禾伸堂,3026
盛達電業股份有限公司,盛達,3027
增你強股份有限公司,增你強,3028
零壹科技股份有限公司,零壹,3029
德律科技股份有限公司,德律,3030
佰鴻工業股份有限公司,佰鴻,3031
偉訓科技股份有限公司,偉訓,3032
威健實業股份有限公司,威健,3033
聯詠科技股份有限公司,聯詠,3034
智原科技股份有限公司,智原,3035
文曄科技股份有限公司,文曄,3036
欣興電子股份有限公司,欣興,3037
全台晶像股份有限公司,全台,3038
遠見科技股份有限公司,遠見,3040
揚智科技股份有限公司,揚智,3041
台灣晶技股份有限公司,晶技,3042
科風股份有限公司,科風,3043
健鼎科技股份有限公司,健鼎,3044
台灣大哥大股份有限公司,台灣大,3045
建碁股份有限公司,建碁,3046
訊舟科技股份有限公司,訊舟,3047
益登科技股份有限公司,益登,3048
精金科技股份有限公司,精金,3049
鈺德科技股份有限公司,鈺德,3050
力特光電科技股份有限公司,力特,3051
夆典科技開發股份有限公司,夆典,3052
立萬利創新股份有限公司,立萬利,3054
蔚華科技股份有限公司,蔚華科,3055
富華創新股份有限公司,富華新,3056
喬鼎資訊股份有限公司,喬鼎,3057
立德電子股份有限公司,立德,3058
華晶科技股份有限公司,華晶科,3059
銘異科技股份有限公司,銘異,3060
建漢科技股份有限公司,建漢,3062
日電貿股份有限公司,日電貿,3090
鴻碩精密電工股份有限公司,鴻碩,3092
聯傑國際股份有限公司,聯傑,3094
一零四資訊科技股份有限公司,一零四,3130
凌航科技股份有限公司,凌航,3135
耀登科技股份有限公司,耀登,3138
正達國際光電股份有限公司,正達,3149
鈺寶科技股份有限公司,鈺寶-創,3150
景岳生物科技股份有限公司,景岳,3164
大量科技股份有限公司,大量,3167
眾福科技股份有限公司,眾福科,3168
景碩科技股份有限公司,景碩,3189
全科科技股份有限公司,全科,3209
晟鈦股份有限公司,晟鈦,3229
緯創資通股份有限公司,緯創,3231
虹冠電子工業股份有限公司,虹冠電,3257
昇陽建設企業股份有限公司,昇陽,3266
勝德國際研發股份有限公司,勝德,3296
昇貿科技股份有限公司,昇貿,3305
聯德電子股份有限公司,聯德,3308
閎暉實業股份有限公司,閎暉,3311
弘憶國際股份有限公司,弘憶股,3312
同泰電子科技股份有限公司,同泰,3321
泰碩電子股份有限公司,泰碩,3338
麗清科技股份有限公司,麗清,3346
奇偶科技股份有限公司,奇偶,3356
新日興股份有限公司,新日興,3376
明泰科技股份有限公司,明泰,3380
玉晶光電股份有限公司,玉晶光,3406
京鼎精密科技股份有限公司,京鼎,3413
融程電訊股份有限公司,融程電,3416
譁裕實業股份有限公司,譁裕,3419
台端興業股份有限公司,台端,3432
榮創能源科技股份有限公司,榮創,3437
創意電子股份有限公司,創意,3443
展達通訊股份有限公司,展達,3447
聯鈞光電股份有限公司,聯鈞,3450
群創光電股份有限公司,群創,3481
誠研科技股份有限公司,誠研,3494
維熹科技股份有限公司,維熹,3501
揚明光學股份有限公司,揚明光,3504
華擎科技股份有限公司,華擎,3515
柏騰科技股份有限公司,柏騰,3518
安馳科技股份有限公司,安馳,3528
晶相光電股份有限公司,晶相光,3530
台塑勝高科技股份有限公司,台勝科,3532
嘉澤端子工業股份有限公司,嘉澤,3533
晶彩科技股份有限公司,晶彩科,3535
州巧科技股份有限公司,州巧,3543
敦泰電子股份有限公司,敦泰,3545
聯穎科技股份有限公司,聯穎,3550
嘉威生活股份有限公司,嘉威,3557
牧德科技股份有限公司,牧德,3563
聯合再生能源股份有限公司,聯合再生,3576
辛耘企業股份有限公司,辛耘,3583
通嘉科技股份有限公司,通嘉,3588
艾笛森光電股份有限公司,艾笛森,3591
瑞鼎科技股份有限公司,瑞鼎,3592
力銘科技股份有限公司,力銘,3593
智易科技股份有限公司,智易,3596
宏致電子股份有限公司,宏致,3605
谷崧精密工業股份有限公司,谷崧,3607
碩天科技股份有限公司,碩天,3617
洋華光電股份有限公司,洋華,3622
達邁科技股份有限公司,達邁,3645
精聯電子股份有限公司,精聯,3652
健策精密工業股份有限公司,健策,3653
世芯電子股份有限公司,世芯-KY,3661
貿聯控股(BizLink Holding Inc.),貿聯-KY,3665
圓展科技股份有限公司,圓展,3669
"TPK Holding Co., Ltd.",TPK-KY,3673
新至陞科技股份有限公司,新至陞,3679
達能科技股份有限公司,達能,3686
海華科技股份有限公司,海華,3694
大眾全球投資控股股份有限公司,大眾控,3701
大聯大控股股份有限公司,大聯大,3702
欣陸投資控股股份有限公司,欣陸,3703
合勤投資控股股份有限公司,合勤控,3704
永信國際投資控股股份有限公司,永信,3705
神達控股股份有限公司,神達,3706
上緯國際投資控股股份有限公司,上緯投控,3708
日月光投資控股股份有限公司,日月光投控,3711
永崴投資控股股份有限公司,永崴投控,3712
富采控股股份有限公司,富采,3714
定穎投資控股股份有限公司,定穎投控,3715
中化控股股份有限公司,中化控股,3716
聯嘉光電投資控股股份有限公司,聯嘉投控,3717
佳醫健康事業股份有限公司,佳醫,4104
雃博股份有限公司,雃博,4106
懷特生技新藥股份有限公司,懷特,4108
旭富製藥科技股份有限公司,旭富,4119
亞諾法生技股份有限公司,亞諾法,4133
麗豐股份有限公司,麗豐-KY,4137
國光生物科技股份有限公司,國光生,4142
全宇生技控股有限公司,全宇生技-KY,4148
訊映光電股份有限公司,訊映,4155
承業生醫投資控股股份有限公司,承業醫,4164
泰宗生物科技股份有限公司,泰宗,4169
永笙生技股份有限公司,永笙-KY,4178
佐登妮絲集團股份有限公司,佐登-KY,4190
炎洲股份有限公司,炎洲,4306
如興股份有限公司,如興,4414
利勤實業股份有限公司,利勤,4426
廣越企業股份有限公司,廣越,4438
冠星集團控股有限公司,冠星-KY,4439
宜新實業股份有限公司,宜新實業,4440
振大環球股份有限公司,振大環球,4441
東台精機股份有限公司,東台,4526
瑞智精密股份有限公司,瑞智,4532
拓凱實業股份有限公司,拓凱,4536
全球傳動科技股份有限公司,全球傳動,4540
銘鈺精密工業股份有限公司,銘鈺,4545
智伸科技股份有限公司,智伸科,4551
力達控股有限公司,力達-KY,4552
台灣氣立股份有限公司,氣立,4555
永新控股股份有限公司,永新-KY,4557
強信機械科技股份有限公司,強信-KY,4560
穎漢科技股份有限公司,穎漢,4562
元翎精密工業股份有限公司,元翎,4564
時碩工業股份有限公司,時碩工業,4566
六方科技股份有限公司,六方科-KY,4569
鈞興機電國際股份有限公司,鈞興-KY,4571
駐龍精密機械股份有限公司,駐龍,4572
大銀微系統股份有限公司,大銀微系統,4576
World Known MFG(Cayman)Limited,光隆精密-KY,4581
台灣精銳科技股份有限公司,台灣精銳,4583
達明機器人股份有限公司,達明,4585
玖鼎電力資訊股份有限公司,玖鼎電力,4588
富田電機股份有限公司,富田-創,4590
德淵企業股份有限公司,德淵,4720
國精化學股份有限公司,國精化,4722
泰博科技股份有限公司,泰博,4736
華廣生技股份有限公司,華廣,4737
康普材料科技股份有限公司,康普,4739
台耀化學股份有限公司,台耀,4746
三福化工股份有限公司,三福化,4755
濟南大自然新材料股份有限公司,材料*-KY,4763
雙鍵化工股份有限公司,雙鍵,4764
南寶樹脂化學工廠股份有限公司,南寶,4766
上品綜合工業股份有限公司,上品,4770
望隼科技股份有限公司,望隼,4771
日成控股股份有限公司,日成-KY,4807
遠傳電信股份有限公司,遠傳,4904
正文科技股份有限公司,正文,4906
聯德控股股份有限公司,聯德控股-KY,4912
致伸科技股份有限公司,致伸,4915
事欣科技股份有限公司,事欣科,4916
新唐科技股份有限公司,新唐,4919
泰鼎國際股份有限公司,泰鼎-KY,4927
燦星網通股份有限公司,燦星網,4930
太極能源科技股份有限公司,太極,4934
茂林光電科技(開曼)股份有限公司,茂林-KY,4935
和碩聯合科技股份有限公司,和碩,4938
嘉彰股份有限公司,嘉彰,4942
開曼康而富控股股份有限公司,康控-KY,4943
有成精密股份有限公司,有成精密,4949
凌通科技股份有限公司,凌通,4952
光鋐科技股份有限公司,光鋐,4956
臻鼎科技控股股份有限公司,臻鼎-KY,4958
誠美材料科技股份有限公司,誠美材,4960
天鈺科技股份有限公司,天鈺,4961
十銓科技股份有限公司,十銓,4967
立積電子股份有限公司,立積,4968
佳凌科技股份有限公司,佳凌,4976
眾達科技股份有限公司,眾達-KY,4977
李長榮科技股份有限公司,榮科,4989
傳奇網路遊戲股份有限公司,傳奇,4994
鑫禾科技股份有限公司,鑫禾,4999
三星科技股份有限公司,三星,5007
訊連科技股份有限公司,訊連,5203
科嘉(開曼)股份有限公司,科嘉-KY,5215
全訊科技股份有限公司,全訊,5222
東科控股股份有限公司,東科-KY,5225
達興材料股份有限公司,達興材料,5234
乙盛精密工業股份有限公司,乙盛-KY,5243
弘凱光電股份有限公司,弘凱,5244
虹堡科技股份有限公司,虹堡,5258
祥碩科技股份有限公司,祥碩,5269
禾聯碩股份有限公司,禾聯碩,5283
經寶精密控股股份有限公司,jpp-KY,5284
界霖科技股份有限公司,界霖,5285
開曼商豐祥控股股份有限公司,豐祥-KY,5288
華懋科技股份有限公司,華懋,5292
桂盟國際股份有限公司,桂盟,5306
中磊電子股份有限公司,中磊,5388
崇越科技股份有限公司,崇越,5434
瀚宇博德股份有限公司,瀚宇博,5469
松翰科技股份有限公司,松翰,5471
慧友電子股份有限公司,慧友,5484
建國工程股份有限公司,建國,5515
隆大營建事業股份有限公司,隆大,5519
工信工程股份有限公司,工信,5521
遠雄建設事業股份有限公司,遠雄,5522
順天建設股份有限公司,順天,5525
鄉林建設事業股份有限公司,鄉林,5531
皇鼎建設開發股份有限公司,皇鼎,5533
長虹建設股份有限公司,長虹,5534
開曼東明控股股份有限公司,東明-KY,5538
永固集團股份有限公司,永固-KY,5546
遠雄自貿港投資控股股份有限公司,遠雄港,5607
四維航業股份有限公司,四維航,5608
鳳凰國際旅行社股份有限公司,鳳凰,5706
中租控股股份有限公司,中租-KY,5871
上海商業儲蓄銀行股份有限公司,上海商銀,5876
合作金庫金融控股股份有限公司,合庫金,5880
台南生活(開曼)股份有限公司,台南-KY,5906
Grand Ocean RetailGroupLimited,大洋-KY,5907
群益金鼎證券股份有限公司,群益證,6005
群益期貨股份有限公司,群益期,6024
競國實業股份有限公司,競國,6108
邁達特數位股份有限公司,邁達特,6112
鎰勝工業股份有限公司,鎰勝,6115
瀚宇彩晶股份有限公司,彩晶,6116
迎廣科技股份有限公司,迎廣,6117
達運精密工業股份有限公司,達運,6120
上福全球科技股份有限公司,上福,6128
金橋科技股份有限公司,金橋,6133
富爾特科技股份有限公司,富爾特,6136
亞翔工程股份有限公司,亞翔,6139
柏承科技股份有限公司,柏承,6141
友勁科技股份有限公司,友勁,6142
百一電子股份有限公司,百一,6152
嘉聯益科技股份有限公司,嘉聯益,6153
鈞寶電子工業股份有限公司,鈞寶,6155
華興電子工業股份有限公司,華興,6164
浪凡網路科技股份有限公司,浪凡,6165
凌華科技股份有限公司,凌華,6166
宏齊科技股份有限公司,宏齊,6168
瑞儀光電股份有限公司,瑞儀,6176
達麗建設事業股份有限公司,達麗,6177
關貿網路股份有限公司,關貿,6183
大豐有線電視股份有限公司,大豐電,6184
豐藝電子股份有限公司,豐藝,6189
精成科技股份有限公司,精成科,6191
巨路國際股份有限公司,巨路,6192
帆宣系統科技股份有限公司,帆宣,6196
佳必琪國際股份有限公司,佳必琪,6197
亞弘電科技股份有限公司,亞弘電,6201
盛群半導體股份有限公司,盛群,6202
詮欣股份有限公司,詮欣,6205
飛捷科技股份有限公司,飛捷,6206
今國光學工業股份有限公司,今國光,6209
聯茂電子股份有限公司,聯茂,6213
精誠資訊股份有限公司,精誠,6214
和椿科技股份有限公司,和椿,6215
居易科技股份有限公司,居易,6216
聚鼎科技股份有限公司,聚鼎,6224
天瀚科技股份有限公司,天瀚,6225
光鼎電子股份有限公司,光鼎,6226
尼得科超眾科技股份有限公司,尼得科超眾,6230
華孚科技股份有限公司,華孚,6235
力成科技股份有限公司,力成,6239
迅杰科技股份有限公司,迅杰,6243
矽格股份有限公司,矽格,6257
台郡科技股份有限公司,台郡,6269
同欣電子工業股份有限公司,同欣電,6271
驊陞科技股份有限公司,驊陞,6272
宏正自動科技股份有限公司,宏正,6277
台灣表面黏著科技股份有限公司,台表科,6278
全國電子股份有限公司,全國電,6281
康舒科技股份有限公司,康舒,6282
淳安電子股份有限公司,淳安,6283
啟碁科技股份有限公司,啟碁,6285
悅城科技股份有限公司,悅城,6405
旭隼科技股份有限公司,旭隼,6409
群光電能科技股份有限公司,群電,6412
樺漢科技股份有限公司,樺漢,6414
矽力杰股份有限公司,矽力*-KY,6415
瑞祺電通股份有限公司,瑞祺電通,6416
統新光訊股份有限公司,統新,6426
光麗生技控股股份有限公司,光麗-KY,6431
迅得機械股份有限公司,迅得,6438
光紅建聖股份有限公司,光聖,6442
元晶太陽能科技股份有限公司,元晶,6443
藥華醫藥股份有限公司,藥華藥,6446
鈺邦科技股份有限公司,鈺邦,6449
訊芯科技控股股份有限公司,訊芯-KY,6451
GIS Holding Limited,GIS-KY,6456
台灣數位光訊科技股份有限公司,台數科,6464
保瑞藥業股份有限公司,保瑞,6472
安集科技股份有限公司,安集,6477
晶碩光學股份有限公司,晶碩,6491
南六企業股份有限公司,南六,6504
台塑石化股份有限公司,台塑化,6505
穎崴科技股份有限公司,穎崴,6515
捷敏股份有限公司,捷敏-KY,6525
達發科技股份有限公司,達發,6526
愛普科技股份有限公司,愛普*,6531
晶心科技股份有限公司,晶心科,6533
正瀚生技股份有限公司,正瀚-創,6534
泰福生技股份有限公司,泰福-KY,6541
北極星藥業集團股份有限公司,北極星藥業-KY,6550
易華電子股份有限公司,易華電,6552
興能高科技股份有限公司,興能高,6558
虹揚發展科技股份有限公司,虹揚-KY,6573
研揚科技股份有限公司,研揚,6579
台灣鋼聯股份有限公司,鋼聯,6581
申豐特用應材股份有限公司,申豐,6582
鼎基先進材料股份有限公司,鼎基,6585
台康生技股份有限公司,台康生技,6589
動力科技股份有限公司,動力-KY,6591
和潤企業股份有限公司,和潤企業,6592
Applied BioCode Corporation,ABC-KY,6598
帝寶工業股份有限公司,帝寶,6605
建德工業股份有限公司,建德工業,6606
資拓宏宇國際股份有限公司,資拓宏宇,6614
必應創造股份有限公司,必應,6625
基士德科技股份有限公司,基士德-KY,6641
金萬林企業股份有限公司,金萬林-創,6645
科定企業股份有限公司,科定,6655
華安醫學股份有限公司,華安,6657
聯策科技股份有限公司,聯策,6658
羅麗芬控股股份有限公司,羅麗芬-KY,6666
中揚光電股份有限公司,中揚光,6668
緯穎科技服務股份有限公司,緯穎,6669
復盛應用科技股份有限公司,復盛應用,6670
三能集團控股股份有限公司,三能-KY,6671
騰輝電子國際集團股份有限公司,騰輝電子-KY,6672
鋐寶科技股份有限公司,鋐寶科技,6674
伊雲谷數位科技股份有限公司,伊雲谷,6689
洋基工程股份有限公司,洋基工程,6691
芯鼎科技股份有限公司,芯鼎,6695
旭暉應用材料股份有限公司,旭暉應材,6698
惠特科技股份有限公司,惠特,6706
嘉基科技股份有限公司,嘉基,6715
力智電子股份有限公司,力智,6719
輝創電子股份有限公司,輝創,6722
澤米科技股份有限公司,澤米,6742
安普新股份有限公司,安普新,6743
龍德造船工業股份有限公司,龍德造船,6753
匯僑室內裝修設計股份有限公司,匯僑設計,6754
威鋒電子股份有限公司,威鋒電子,6756
台灣虎航股份有限公司,台灣虎航,6757
志強國際企業股份有限公司,志強-KY,6768
力晶積成電子製造股份有限公司,力積電,6770
平和環保科技股份有限公司,平和環保-創,6771
展碁國際股份有限公司,展碁國際,6776
"AES Holding Co., Ltd.",AES-KY,6781
視陽光學股份有限公司,視陽,6782
采鈺科技股份有限公司,采鈺,6789
永豐餘消費品實業股份有限公司,永豐實,6790
詠業科技股份有限公司,詠業,6792
向榮生醫科技股份有限公司,向榮生技,6794
晉弘科技股份有限公司,晉弘,6796
來頡科技股份有限公司,來頡,6799
富世達股份有限公司,富世達,6805
森崴能源股份有限公司,森崴能源,6806
峰源集團股份有限公司,峰源-KY,6807
汎銓科技股份有限公司,汎銓,6830
邁&#33834;科技股份有限公司,邁科,6831
天二科技股份有限公司,天二科技,6834
圓裕企業股份有限公司,圓裕,6835
台新藥股份有限公司,台新藥,6838
PlayNitride Inc.,錼創科技-KY創,6854
睿生光電股份有限公司,睿生光電,6861
三集瑞科技國際集團股份有限公司,三集瑞-KY,6862
Arizon RFID Technology,永道-KY,6863
雲豹能源科技股份有限公司,雲豹能源,6869
泓德能源科技股份有限公司,泓德能源,6873
全福生物科技股份有限公司,全福生技,6885
寶綠特資源再生工程股份有限公司,寶綠特-KY,6887
來億興業股份有限公司,來億-KY,6890
鑽石生技投資股份有限公司,鑽石投資,6901
走著瞧股份有限公司,GOGOLOOK,6902
現觀科技股份有限公司,現觀科,6906
宏碁遊戲股份有限公司,宏碁遊戲-創,6908
創控科技股份有限公司,創控,6909
阜爾運通股份有限公司,阜爾運通,6914
華凌光電股份有限公司,華凌,6916
愛派司生技股份有限公司,愛派司,6918
康霈生技股份有限公司,康霈*,6919
嘉雨思科技股份有限公司,嘉雨思-創,6921
中台資源科技股份有限公司,中台,6923
榮惠集團(開曼)股份有限公司,榮惠-KY創,6924
攸泰科技股份有限公司,攸泰科技,6928
青松健康股份有限公司,青松健康,6931
艾瑪斯科技控股股份有限公司,AMAX-KY,6933
心誠鎂行動醫電股份有限公司,心誠鎂,6934
永鴻國際生技股份有限公司,永鴻生技,6936
天虹科技股份有限公司,天虹,6937
兆聯實業股份有限公司,兆聯實業,6944
沛爾生技醫藥股份有限公司,沛爾生醫-創,6949
青新環境工程股份有限公司,青新-創,6951
大武山牧場科技股份有限公司,大武山,6952
邦睿生技股份有限公司,邦睿生技-創,6955
裕慶金屬股份有限公司,裕慶-KY,6957
日盛台駿國際租賃股份有限公司,日盛台駿,6958
ITH Corporation,奕力-KY,6962
中傑投資控股股份有限公司,中傑-KY,6965
成信實業股份有限公司,成信實業*-創,6969
威力暘電子股份有限公司,威力暘-創,6988
富威電力股份有限公司,富威電力,6994
聯友金屬科技股份有限公司,聯友金屬-創,7610
聚賢研發股份有限公司,聚賢研發-創,7631
三商餐飲股份有限公司,三商餐飲,7705
永擎電子股份有限公司,永擎,7711
微程式資訊股份有限公司,微程式,7721
連加網路商業股份有限公司,LINEPAY,7722
暉盛科技股份有限公司,暉盛-創,7730
金興精密工業股份有限公司,金興精密,7732
虎山實業股份有限公司,虎山,7736
熙特爾新能源股份有限公司,熙特爾-創,7740
意騰科技股份有限公司,意騰-KY,7749
新代科技股份有限公司,新代,7750
享溫馨企業股份有限公司,享溫馨,7760
中華資安國際股份有限公司,中華資安,7765
鴻勁精密股份有限公司,鴻勁,7769
大研生醫國際股份有限公司,大研生醫*,7780
東方風能科技股份有限公司,東方風能,7786
松川精密股份有限公司,松川精密,7788
皇家可口股份有限公司,皇家可口,7791
長廣精機股份有限公司,長廣,7795
禾榮科技股份有限公司,禾榮科,7799
神達數位股份有限公司,神數,7821
倍利科技股份有限公司,倍利科,7822
奧義賽博科技股份有限公司,奧義賽博-KY創,7823
台通光電股份有限公司,台通,8011
矽創電子股份有限公司,矽創,8016
尖點科技股份有限公司,尖點,8021
昇陽國際半導體股份有限公司,昇陽半導體,8028
雷虎科技股份有限公司,雷虎,8033
台虹科技股份有限公司,台虹,8039
達運光電股份有限公司,達運光電,8045
南亞電路板股份有限公司,南電,8046
長華電材股份有限公司,長華*,8070
陞泰科技股份有限公司,陞泰,8072
致新科技股份有限公司,致新,8081
華冠通訊股份有限公司,華冠,8101
瀚荃股份有限公司,瀚荃,8103
錸寶科技股份有限公司,錸寶,8104
凌巨科技股份有限公司,凌巨,8105
華東科技股份有限公司,華東,8110
至上電子股份有限公司,至上,8112
振樺電子股份有限公司,振樺電,8114
福懋科技股份有限公司,福懋科,8131
南茂科技股份有限公司,南茂,8150
微矽電子股份有限公司,微矽電子-創,8162
達方電子股份有限公司,達方,8163
無敵科技股份有限公司,無敵,8201
勤誠興業股份有限公司,勤誠,8210
志超科技股份有限公司,志超,8213
明基材料股份有限公司,明基材,8215
寶一科技股份有限公司,寶一,8222
菱光科技股份有限公司,菱光,8249
富鼎先進電子股份有限公司,富鼎,8261
宇瞻科技股份有限公司,宇瞻,8271
日友環保科技股份有限公司,日友,8341
建新國際股份有限公司,建新國際,8367
羅昇企業股份有限公司,羅昇,8374
百和興業股份有限公司(開曼),百和興業-KY,8404
福貞控股股份有限公司,福貞-KY,8411
可寧衛股份有限公司,可寧衛*,8422
金麗集團控股有限公司,金麗-KY,8429
昶昕實業股份有限公司,昶昕,8438
威宏控股股份有限公司,威宏-KY,8442
阿瘦實業股份有限公司,阿瘦,8443
富邦媒體科技股份有限公司,富邦媒,8454
柏文健康事業股份有限公司,柏文,8462
潤泰精密材料股份有限公司,潤泰材,8463
億豐綜合工業股份有限公司,億豐,8464
美吉吉國際股份有限公司,美吉吉-KY,8466
波力環球企業股份有限公司,波力-KY,8467
山林水環境工程股份有限公司,山林水,8473
台境企業股份有限公司,台境*,8476
東哥企業股份有限公司,東哥遊艇,8478
政伸企業股份有限公司,政伸,8481
商億全球控股有限公司,商億-KY,8482
愛爾達科技股份有限公司,愛爾達-創,8487
吉源控股股份有限公司,吉源-KY,8488
鼎炫投資控股股份有限公司,鼎炫-KY,8499
台灣汽電共生股份有限公司,台汽電,8926
新天地國際實業股份有限公司,新天地,8940
高力熱處理工業股份有限公司,高力,8996
美德向邦醫療國際股份有限公司,美德醫療-DR,9103
康師傅控股有限公司,康師傅-DR,910322
泰金寶科技股份有限公司,泰金寶-DR,9105
神州數碼控股有限公司,神州-DR,910861
越南製造加工出口控股有限公司,越南控-DR,9110
明輝環球企業有限公司,明輝-DR,911608
聚亨企業集團(泰國)大眾有限公司,泰聚亨-DR,911622
同方友友控股有限公司,同方友友-DR,911868
晨訊科技集團有限公司,晨訊科-DR,912000
巨騰國際控股有限公司,巨騰-DR,9136
鈺齊國際股份有限公司,鈺齊-KY,9802
台火開發股份有限公司,台火,9902
寶成工業股份有限公司,寶成,9904
大華金屬工業股份有限公司,大華,9905
欣巴巴事業股份有限公司,欣巴巴,9906
統一實業股份有限公司,統一實,9907
大台北區瓦斯股份有限公司,大台北,9908
豐泰企業股份有限公司,豐泰,9910
台灣櫻花股份有限公司,櫻花,9911
偉聯科技股份有限公司,偉聯,9912
美利達工業股份有限公司,美利達,9914
中興保全科技股份有限公司,中保科,9917
欣欣天然氣股份有限公司,欣天然,9918
康那香企業股份有限公司,康那香,9919
巨大機械工業股份有限公司,巨大,9921
台灣福興工業股份有限公司,福興,9924
台灣新光保全股份有限公司,新保,9925
新海瓦斯股份有限公司,新海,9926
泰銘實業股份有限公司,泰銘,9927
中國電視事業股份有限公司,中視,9928
秋雨創新股份有限公司,秋雨,9929
中聯資源股份有限公司,中聯資源,9930
欣高石油氣股份有限公司,欣高,9931
中鼎工程股份有限公司,中鼎,9933
成霖企業股份有限公司,成霖,9934
慶豐富實業股份有限公司,慶豐富,9935
全國加油站股份有限公司,全國,9937
台灣百和工業股份有限公司,百和,9938
宏全國際股份有限公司,宏全,9939
信義房屋股份有限公司,信義,9940
裕融企業股份有限公司,裕融,9941
茂順密封元件科技股份有限公司,茂順,9942
好樂迪股份有限公司,好樂迪,9943
新麗企業股份有限公司,新麗,9944
潤泰創新國際股份有限公司,潤泰新,9945
三發地產股份有限公司,三發地產,9946
佳龍科技工程股份有限公司,佳龍,9955
世紀鋼鐵結構股份有限公司,世紀鋼,9958
