公司名稱,公司簡稱,公司代號
信實保全股份有限公司,信實,6721
台灣矽科宏晟科技股份有限公司,矽科宏晟,6725
亞泰金屬工業股份有限公司,亞泰金屬,6727
上洋產業股份有限公司,上洋,6728
常廣股份有限公司,常廣,6730
昇佳電子股份有限公司,昇佳電子,6732
博晟生醫股份有限公司,博晟生醫,6733
美達科技股份有限公司,美達科技,6735
竹陞科技股份有限公司,竹陞科技,6739
"91APP, Inc.",91APP*-KY,6741
智聯服務股份有限公司,智聯服務,6751
叡揚資訊股份有限公司,叡揚,6752
穩得實業股份有限公司,穩得,6761
達亞國際股份有限公司,達亞,6762
綠界科技股份有限公司,綠界科技*,6763
台灣微創醫療器材股份有限公司,台微醫,6767
昱展新藥生技股份有限公司,昱展新藥,6785
華景電通股份有限公司,華景電,6788
虎門科技股份有限公司,虎門科技,6791
崑鼎綠能環保股份有限公司,崑鼎,6803
明係事業股份有限公司,明係,6804
宏碁資訊服務股份有限公司,宏碁資訊,6811
聯寶電子股份有限公司,聯寶,6821
濾能股份有限公司,濾能,6823
千附精密股份有限公司,千附精密,6829
東研信超股份有限公司,東研信超,6840
長佳智能股份有限公司,長佳智能,6841
進典工業股份有限公司,進典,6843
諾貝兒寶貝股份有限公司,諾貝兒,6844
綠茵生技股份有限公司,綠茵,6846
數泓科技股份有限公司,數泓科,6855
鑫傳國際多媒體科技股份有限公司,鑫傳,6856
伯特光電股份有限公司,伯特光,6859
偉康科技股份有限公司,偉康科技,6865
騰雲科技服務股份有限公司,騰雲,6870
浩宇生醫股份有限公司,浩宇生醫,6872
倍力資訊股份有限公司,倍力,6874
國邑藥品科技股份有限公司,國邑*,6875
鏵友益科技股份有限公司,鏵友益,6877
潤德室內裝修設計工程(股)公司,潤德,6881
海柏特股份有限公司,海柏特,6884
衛司特科技股份有限公司,衛司特,6894
宏碩系統股份有限公司,宏碩系統,6895
創為精密材料股份有限公司,創為精密,6899
巨漢系統科技股份有限公司,巨漢,6903
伯鑫工具股份有限公司,伯鑫,6904
雅特力科技(開曼)股份有限公司,雅特力-KY,6907
德鴻科技股份有限公司,德鴻,6910
鴻呈實業股份有限公司,鴻呈,6913
宸曜科技股份有限公司,宸曜,6922
意藍資訊股份有限公司,意藍,6925
佑全藥品股份有限公司,佑全,6929
家碩科技股份有限公司,家碩,6953
旅天下聯合國際旅行社(股)公司,旅天下,6961
汎瑋材料科技股份有限公司,汎瑋材料,6967
萬達寵物事業股份有限公司,萬達寵物,6968
惠民實業股份有限公司,惠民實業,6971
大井泵浦工業股份有限公司,大井泵浦,6982
力領科技股份有限公司,力領科技,6996
博弘雲端科技股份有限公司,博弘,6997
邑錡股份有限公司,邑錡,7402
碩網資訊股份有限公司,碩網,7547
意德士科技股份有限公司,意德士科技,7556
樂意傳播股份有限公司,樂意,7584
昶瑞機電股份有限公司,昶瑞機電,7642
銳澤實業股份有限公司,銳澤,7703
明遠精密科技股份有限公司,明遠精密,7704
全家國際餐飲股份有限公司,全家餐飲,7708
榮田精機股份有限公司,榮田,7709
博盛半導體股份有限公司,博盛半導體,7712
威力德生醫股份有限公司,威力德生醫,7713
創泓科技股份有限公司,創泓科技,7714
裕山環境工程股份有限公司,裕山,7715
昱臺國際股份有限公司,昱臺國際,7716
英屬開曼群島商萊德光電(股)公司,萊德光電-KY,7717
友鋮股份有限公司,友鋮,7718
築間餐飲事業股份有限公司,築間,7723
光焱科技股份有限公司,光焱科技,7728
印能科技股份有限公司,印能科技,7734
東聯互動股份有限公司,東聯互動,7738
金利食安科技股份有限公司,金利食安,7743
崴寶精密科技股份有限公司,崴寶,7744
昕奇雲端科技股份有限公司,昕奇雲端,7747
竑騰科技股份有限公司,竑騰,7751
星亞視覺股份有限公司,星亞,7753
金色三麥餐飲股份有限公司,金色三麥,7757
仁大資訊股份有限公司,仁大資訊,7767
君曜科技股份有限公司,君曜,7770
能率亞洲資本股份有限公司,能率亞洲,7777
光速火箭股份有限公司,光速火箭,7782
安葆國際實業股份有限公司,安葆,7792
宏碁智新股份有限公司,宏碁智新,7794
威聯通科技股份有限公司,威聯通,7805
捷創科技股份有限公司,捷創科技,7810
民盛應用企業股份有限公司,民盛,7811
立盈環保科技股份有限公司,立盈,7820
創新服務股份有限公司,創新服務,7828
佑華微電子股份有限公司,佑華,8024
鈦昇科技股份有限公司,鈦昇,8027
光菱電子股份有限公司,光菱,8032
榮群電訊股份有限公司,榮群,8034
長園科技實業股份有限公司,長園科,8038
九暘電子股份有限公司,九暘,8040
臺灣金山電子工業股份有限公司,金山電,8042
蜜望實企業股份有限公司,蜜望實,8043
網路家庭國際資訊股份有限公司,網家,8044
星雲電腦股份有限公司,星雲,8047
德勝科技股份有限公司,德勝,8048
晶采光電科技股份有限公司,晶采,8049
廣積科技股份有限公司,廣積,8050
安國國際科技股份有限公司,安國,8054
凱碩科技股份有限公司,凱碩,8059
東捷科技股份有限公司,東捷,8064
來思達國際企業股份有限公司,來思達,8066
志旭國際股份有限公司,志旭,8067
全達國際股份有限公司,全達,8068
元太科技工業股份有限公司,元太,8069
能率網通股份有限公司,能率網通,8071
鉅橡企業股份有限公司,鉅橡,8074
伍豐科技股份有限公司,伍豐,8076
洛碁實業股份有限公司,洛碁,8077
泰霖事業股份有限公司,泰霖,8080
瑞穎股份有限公司,瑞穎,8083
巨虹電子股份有限公司,巨虹,8084
福華電子股份有限公司,福華,8085
宏捷科技股份有限公司,宏捷科,8086
麗升能源科技股份有限公司,麗升能源,8087
品安科技股份有限公司,品安,8088
康全電訊股份有限公司,康全電訊,8089
翔名科技股份有限公司,翔名,8091
建暐精密科技股份有限公司,建暐,8092
保銳科技股份有限公司,保銳,8093
擎亞電子股份有限公司,擎亞,8096
常珵科技股份有限公司,常珵,8097
大同世界科技股份有限公司,大世科,8099
傑霖科技股份有限公司,傑霖科技,8102
大億金茂股份有限公司,大億金茂,8107
博大科技股份有限公司,博大,8109
立碁電子工業股份有限公司,立碁,8111
越峰電子材料股份有限公司,越峰,8121
正淩精密工業股份有限公司,正淩,8147
博智電子股份有限公司,博智,8155
天宇工業股份有限公司,天宇,8171
智捷科技股份有限公司,智捷,8176
加高電子股份有限公司,加高,8182
台灣精星科技股份有限公司,精星,8183
巨有科技股份有限公司,巨有科技,8227
新漢股份有限公司,新漢,8234
華宏新技股份有限公司,華宏,8240
朋程科技股份有限公司,朋程,8255
全景軟體股份有限公司,全景軟體,8272
商丞科技股份有限公司,商丞,8277
生展生物科技股份有限公司,生展,8279
三竹資訊股份有限公司,三竹,8284
泰藝電子股份有限公司,泰藝,8289
尚茂電子材料股份有限公司,尚茂,8291
群聯電子股份有限公司,群聯,8299
益張實業股份有限公司,益張,8342
恒耀國際股份有限公司,恒耀國際,8349
冠好科技股份有限公司,冠好,8354
金居開發股份有限公司,金居,8358
千附實業股份有限公司,千附,8383
金益鼎企業股份有限公司,金益鼎,8390
白紗科技印刷股份有限公司,白紗科,8401
盛弘醫藥股份有限公司,盛弘,8403
商之器科技股份有限公司,商之器,8409
森田印刷廠股份有限公司,森田,8410
大成國際鋼鐵股份有限公司,大國鋼,8415
實威國際股份有限公司,實威,8416
旭源包裝科技股份有限公司,旭源,8421
保綠資源股份有限公司,保綠-KY,8423
惠普股份有限公司,惠普,8424
紅木集團有限公司,紅木-KY,8426
匯鑽科技股份有限公司,匯鑽科,8431
東生華製藥股份有限公司,東生華,8432
弘帆股份有限公司,弘帆,8433
台灣鉅邁股份有限公司,鉅邁,8435
大江生醫股份有限公司,大江,8436
大地幼教股份有限公司,大地-KY,8437
綠電再生股份有限公司,綠電,8440
綠河股份有限公司,綠河-KY,8444
華研國際音樂股份有限公司,華研,8446
霹靂國際多媒體股份有限公司,霹靂,8450
蓋曼群島商日本大拓股份有限公司,大拓-KY,8455
夠麻吉股份有限公司,夠麻吉,8472
創業家數位股份有限公司,創業家,8477
三貝德數位文創股份有限公司,三貝德,8489
裕國冷凍冷藏股份有限公司,裕國,8905
花王企業股份有限公司,花王,8906
欣雄天然氣股份有限公司,欣雄,8908
光隆實業股份有限公司,光隆,8916
欣泰石油氣股份有限公司,欣泰,8917
沈氏藝術印刷股份有限公司,沈氏,8921
時報文化出版企業股份有限公司,時報,8923
大田精密工業股份有限公司,大田,8924
北基國際股份有限公司,北基,8927
鉅明股份有限公司,鉅明,8928
富堡工業股份有限公司,富堡,8929
青鋼應用材料股份有限公司,青鋼,8930
大園汽電共生股份有限公司,大汽電,8931
智通科創股份有限公司,智通*,8932
愛地雅工業股份有限公司,愛地雅,8933
邦泰複合材料股份有限公司,邦泰,8935
國統國際股份有限公司,國統,8936
合騏工業股份有限公司,合騏*,8937
明安國際企業股份有限公司,明安,8938
關中股份有限公司,關中,8941
森鉅科技材料股份有限公司,森鉅,8942
琉園股份有限公司,琉園,9949
萬國通路股份有限公司,萬國通,9950
皇田工業股份有限公司,皇田,9951
邁達康網路事業股份有限公司,邁達康,9960
有益鋼鐵股份有限公司,有益,9962
臺灣水泥股份有限公司,台泥,1101
亞洲水泥股份有限公司,亞泥,1102
嘉新水泥股份有限公司,嘉泥,1103
環球水泥股份有限公司,環泥,1104
幸福水泥股份有限公司,幸福,1108
信大水泥股份有限公司,信大,1109
東南水泥股份有限公司,東泥,1110
味全食品工業股份有限公司,味全,1201
味王股份有限公司,味王,1203
大成長城企業股份有限公司,大成,1210
大西洋飲料股份有限公司,大飲,1213
台灣卜蜂企業股份有限公司,卜蜂,1215
統一企業股份有限公司,統一,1216
愛之味股份有限公司,愛之味,1217
泰山企業股份有限公司,泰山,1218
福壽實業股份有限公司,福壽,1219
台榮產業股份有限公司,台榮,1220
福懋油脂股份有限公司,福懋油,1225
佳格食品股份有限公司,佳格,1227
聯華實業控股股份有限公司,聯華,1229
聯華食品工業股份有限公司,聯華食,1231
大統益股份有限公司,大統益,1232
天仁茶業股份有限公司,天仁,1233
黑松股份有限公司,黑松,1234
興泰實業股份有限公司,興泰,1235
宏亞食品股份有限公司,宏亞,1236
鮮活控股股份有限公司,鮮活果汁-KY,1256
台灣塑膠工業股份有限公司,台塑,1301
南亞塑膠工業股份有限公司,南亞,1303
台灣聚合化學品股份有限公司,台聚,1304
華夏海灣塑膠股份有限公司,華夏,1305
三芳化學工業股份有限公司,三芳,1307
亞洲聚合股份有限公司,亞聚,1308
台達化學工業股份有限公司,台達化,1309
台灣苯乙烯工業股份有限公司,台苯,1310
國喬石油化學股份有限公司,國喬,1312
聯成化學科技股份有限公司,聯成,1313
中國石油化學工業開發(股)公司,中石化,1314
達新工業股份有限公司,達新,1315
上曜建設開發股份有限公司,上曜,1316
東陽實業廠股份有限公司,東陽,1319
大洋塑膠工業股份有限公司,大洋,1321
永裕塑膠工業股份有限公司,永裕,1323
地球綜合工業股份有限公司,地球,1324
恒大股份有限公司,恆大,1325
台灣化學纖維股份有限公司,台化,1326
亞洲塑膠再生資源控股有限公司,再生-KY,1337
廣華控股有限公司,廣華-KY,1338
昭輝實業股份有限公司,昭輝,1339
勝悅新材料有限公司,勝悅-KY,1340
富林塑膠工業(開曼)控股(股)公司,富林-KY,1341
八貫企業股份有限公司,八貫,1342
遠東新世紀股份有限公司,遠東新,1402
新光合成纖維股份有限公司,新纖,1409
南洋染整股份有限公司,南染,1410
宏洲纖維工業股份有限公司,宏洲,1413
東和紡織股份有限公司,東和,1414
廣豐實業股份有限公司,廣豐,1416
嘉裕股份有限公司,嘉裕,1417
東華龍股份有限公司,東華,1418
新光紡織股份有限公司,新紡,1419
利華羊毛工業股份有限公司,利華,1423
大魯閣實業股份有限公司,大魯閣,1432
福懋興業股份有限公司,福懋,1434
中福國際(股)公司,中福,1435
華友聯開發股份有限公司,華友聯,1436
勤益投資控股股份有限公司,勤益控,1437
三地開發地產股份有限公司,三地開發,1438
雋揚國際股份有限公司,雋揚,1439
臺南紡織股份有限公司,南紡,1440
大東紡織股份有限公司,大東,1441
名軒開發股份有限公司,名軒,1442
立益物流開發股份有限公司,立益物流,1443
力麗企業股份有限公司,力麗,1444
大宇紡織股份有限公司,大宇,1445
宏和精密紡織股份有限公司,宏和,1446
力鵬企業股份有限公司,力鵬,1447
佳和實業股份有限公司,佳和,1449
年興紡織股份有限公司,年興,1451
宏益纖維工業股份有限公司,宏益,1452
大將開發股份有限公司,大將,1453
台灣富綢纖維股份有限公司,台富,1454
集盛實業股份有限公司,集盛,1455
怡華實業股份有限公司,怡華,1456
宜進實業股份有限公司,宜進,1457
聯發紡織纖維股份有限公司,聯發,1459
宏遠興業股份有限公司,宏遠,1460
強盛新投資控股股份有限公司,強盛新,1463
得力實業股份有限公司,得力,1464
偉全實業股份有限公司,偉全,1465
聚隆纖維股份有限公司,聚隆,1466
南緯實業股份有限公司,南緯,1467
昶和纖維興業股份有限公司,昶和,1468
大統新創股份有限公司,大統新創,1470
首利實業股份有限公司,首利,1471
三洋實業股份有限公司,三洋實業,1472
台南企業股份有限公司,台南,1473
弘裕企業股份有限公司,弘裕,1474
台灣業旺股份有限公司,業旺,1475
儒鴻企業股份有限公司,儒鴻,1476
聚陽實業股份有限公司,聚陽,1477
士林電機廠股份有限公司,士電,1503
東元電機股份有限公司,東元,1504
正道工業股份有限公司,正道,1506
瑞利企業股份有限公司,瑞利,1512
中興電工機械股份有限公司,中興電,1513
亞力電機股份有限公司,亞力,1514
力山工業股份有限公司,力山,1515
川飛能源股份有限公司,川飛,1516
利奇機械工業股份有限公司,利奇,1517
華城電機股份有限公司,華城,1519
大億交通工業製造股份有限公司,大億,1521
堤維西交通工業股份有限公司,堤維西,1522
耿鼎企業股份有限公司,耿鼎,1524
江申工業股份有限公司,江申,1525
日馳企業股份有限公司,日馳,1526
鑽全實業股份有限公司,鑽全,1527
恩德科技股份有限公司,恩德,1528
樂事綠能科技股份有限公司,樂事綠能,1529
亞崴機電股份有限公司,亞崴,1530
高林股份有限公司,高林股,1531
勤美股份有限公司,勤美,1532
車王電子股份有限公司,車王電,1533
中宇環保工程股份有限公司,中宇,1535
和大工業股份有限公司,和大,1536
廣隆光電科技股份有限公司,廣隆,1537
正峰工業股份有限公司,正峰,1538
巨庭機械股份有限公司,巨庭,1539
喬福機械工業股份有限公司,喬福,1540
錩泰工業股份有限公司,錩泰,1541
伸興工業股份有限公司,伸興,1558
中國砂輪企業股份有限公司,中砂,1560
巧新科技工業股份有限公司,巧新,1563
倉佑實業股份有限公司,倉佑,1568
信錦企業股份有限公司,信錦,1582
程泰機械股份有限公司,程泰,1583
吉茂精密股份有限公司,吉茂,1587
永冠能源科技集團有限公司,永冠-KY,1589
亞德客國際集團,亞德客-KY,1590
直得科技股份有限公司,直得,1597
岱宇國際股份有限公司,岱宇,1598
中華電線電纜股份有限公司,華電,1603
聲寶股份有限公司,聲寶,1604
華新麗華股份有限公司,華新,1605
華榮電線電纜股份有限公司,華榮,1608
大亞電線電纜股份有限公司,大亞,1609
中國電器股份有限公司,中電,1611
宏泰電工股份有限公司,宏泰,1612
台灣三洋電機股份有限公司,三洋電,1614
大山電線電纜股份有限公司,大山,1615
億泰電線電纜股份有限公司,億泰,1616
榮星電線工業股份有限公司,榮星,1617
合機電線電纜股份有限公司,合機,1618
大東電業廠股份有限公司,大東電,1623
艾美特(開曼)國際有限公司,艾美特-KY,1626
南僑投資控股股份有限公司,南僑,1702
葡萄王生技股份有限公司,葡萄王,1707
東南實業股份有限公司,東鹼,1708
和益化學工業股份有限公司,和益,1709
東聯化學股份有限公司,東聯,1710
臺灣永光化學工業股份有限公司,永光,1711
興農股份有限公司,興農,1712
國泰化工廠股份有限公司,國化,1713
和桐化學股份有限公司,和桐,1714
長興材料工業股份有限公司,長興,1717
中國人造纖維股份有限公司,中纖,1718
生達化學製藥股份有限公司,生達,1720
三晃股份有限公司,三晃,1721
台灣肥料股份有限公司,台肥,1722
中鋼碳素化學股份有限公司,中碳,1723
元禎企業股份有限公司,元禎,1725
永記造漆工業股份有限公司,永記,1726
臺灣中華化學工業股份有限公司,中華化,1727
花仙子企業股份有限公司,花仙子,1730
美吾華股份有限公司,美吾華,1731
毛寶股份有限公司,毛寶,1732
五鼎生物技術股份有限公司,五鼎,1733
杏輝藥品工業股份有限公司,杏輝,1734
日勝化工股份有限公司,日勝化,1735
喬山健康科技股份有限公司,喬山,1736
臺鹽實業股份有限公司,臺鹽,1737
南光化學製藥股份有限公司,南光,1752
寶齡富錦生技股份有限公司,寶齡富錦,1760
中化合成生技股份有限公司,中化生,1762
勝一化工股份有限公司,勝一,1773
展宇科技材料股份有限公司,展宇,1776
和康生物科技股份有限公司,和康生,1783
科妍生物科技股份有限公司,科妍,1786
台灣神隆股份有限公司,神隆,1789
美時化學製藥股份有限公司,美時,1795
台灣玻璃工業股份有限公司,台玻,1802
寶徠建設股份有限公司,寶徠,1805
冠軍建材股份有限公司,冠軍,1806
潤隆建設股份有限公司,潤隆,1808
中國製釉股份有限公司,中釉,1809
和成欣業股份有限公司,和成,1810
凱撒衛浴股份有限公司,凱撒衛,1817
士林紙業股份有限公司,士紙,1903
正隆股份有限公司,正隆,1904
中華紙漿股份有限公司,華紙,1905
寶隆國際股份有限公司,寶隆,1906
永豐餘投資控股股份有限公司,永豐餘,1907
榮成紙業股份有限公司,榮成,1909
中國鋼鐵股份有限公司,中鋼,2002
東和鋼鐵企業股份有限公司,東和鋼鐵,2006
燁興企業股份有限公司,燁興,2007
高興昌鋼鐵股份有限公司,高興昌,2008
第一伸銅科技股份有限公司,第一銅,2009
春源鋼鐵工業股份有限公司,春源,2010
春雨工廠股份有限公司,春雨,2012
中國鋼鐵結構股份有限公司,中鋼構,2013
中鴻鋼鐵股份有限公司,中鴻,2014
豐興鋼鐵股份有限公司,豐興,2015
官田鋼鐵股份有限公司,官田鋼,2017
美亞鋼管廠股份有限公司,美亞,2020
聚亨企業股份有限公司,聚亨,2022
燁輝企業股份有限公司,燁輝,2023
志聯工業股份有限公司,志聯,2024
千興不銹鋼(股)公司,千興,2025
大成不銹鋼工業股份有限公司,大成鋼,2027
威致鋼鐵工業股份有限公司,威致,2028
盛餘股份有限公司,盛餘,2029
彰源企業股份有限公司,彰源,2030
新光鋼鐵股份有限公司,新光鋼,2031
新鋼工業股份有限公司,新鋼,2032
佳大世界股份有限公司,佳大,2033
允強實業股份有限公司,允強,2034
海光企業股份有限公司,海光,2038
上銀科技股份有限公司,上銀,2049
川湖科技股份有限公司,川湖,2059
橋椿金屬股份有限公司,橋椿,2062
運錩鋼鐵股份有限公司,運錩,2069
世紀離岸風電設備股份有限公司,世紀風電,2072
南港輪胎股份有限公司,南港,2101
泰豐輪胎股份有限公司,泰豐,2102
台橡股份有限公司,台橡,2103
國際中橡投資控股股份有限公司,國際中橡,2104
正新橡膠工業股份有限公司,正新,2105
建大工業股份有限公司,建大,2106
厚生股份有限公司,厚生,2107
南帝化學工業股份有限公司,南帝,2108
華豐橡膠工業股份有限公司,華豐,2109
鑫永銓股份有限公司,鑫永銓,2114
六暉控股股份有限公司,六暉-KY,2115
裕隆汽車製造股份有限公司,裕隆,2201
中華汽車工業股份有限公司,中華,2204
三陽工業股份有限公司,三陽工業,2206
和泰汽車股份有限公司,和泰車,2207
台灣國際造船股份有限公司,台船,2208
長榮鋼鐵股份有限公司,長榮鋼,2211
裕隆日產汽車股份有限公司,裕日車,2227
劍麟股份有限公司,劍麟,2228
為升電裝工業股份有限公司,為升,2231
宇隆科技股份有限公司,宇隆,2233
百達精密工業股份有限公司,百達-KY,2236
開曼英利工業股份有限公司,英利-KY,2239
艾姆勒科技股份有限公司,艾姆勒,2241
宏旭控股股份有限公司,宏旭-KY,2243
汎德永業汽車股份有限公司,汎德永業,2247
華勝汽車電子股份有限公司,華勝-KY,2248
第一化成控股(開曼)股份有限公司,IKKA-KY,2250
巨鎧精密工業股份有限公司,巨鎧精密-創,2254
鴻華先進科技股份有限公司,鴻華先進-創,2258
光寶科技股份有限公司,光寶科,2301
麗正國際科技股份有限公司,麗正,2302
聯華電子股份有限公司,聯電,2303
全友電腦股份有限公司,全友,2305
台達電子工業股份有限公司,台達電,2308
金寶電子工業股份有限公司,金寶,2312
華通電腦股份有限公司,華通,2313
台揚科技股份有限公司,台揚,2314
楠梓電子股份有限公司,楠梓電,2316
鴻海精密工業股份有限公司,鴻海,2317
東訊股份有限公司,東訊,2321
中環股份有限公司,中環,2323
仁寶電腦工業股份有限公司,仁寶,2324
國巨股份有限公司,國巨*,2327
廣宇科技股份有限公司,廣宇,2328
華泰電子股份有限公司,華泰,2329
台灣積體電路製造股份有限公司,台積電,2330
精英電腦股份有限公司,精英,2331
友訊科技股份有限公司,友訊,2332
旺宏電子股份有限公司,旺宏,2337
台灣光罩股份有限公司,光罩,2338
台亞半導體股份有限公司,台亞,2340
台灣茂矽電子股份有限公司,茂矽,2342
華邦電子股份有限公司,華邦電,2344
智邦科技股份有限公司,智邦,2345
聯強國際股份有限公司,聯強,2347
海悅國際開發股份有限公司,海悅,2348
錸德科技股份有限公司,錸德,2349
順德工業股份有限公司,順德,2351
佳世達科技股份有限公司,佳世達,2352
宏碁股份有限公司,宏碁,2353
鴻準精密工業股份有限公司,鴻準,2354
敬鵬工業股份有限公司,敬鵬,2355
英業達股份有限公司,英業達,2356
華碩電腦股份有限公司,華碩,2357
所羅門股份有限公司,所羅門,2359
致茂電子股份有限公司,致茂,2360
藍天電腦股份有限公司,藍天,2362
矽統科技股份有限公司,矽統,2363
倫飛電腦實業股份有限公司,倫飛,2364
昆盈企業股份有限公司,昆盈,2365
燿華電子股份有限公司,燿華,2367
金像電子(股)公司,金像電,2368
菱生精密工業股份有限公司,菱生,2369
大同股份有限公司,大同,2371
震旦行股份有限公司,震旦行,2373
佳能企業股份有限公司,佳能,2374
凱美電機股份有限公司,凱美,2375
技嘉科技股份有限公司,技嘉,2376
微星科技股份有限公司,微星,2377
瑞昱半導體股份有限公司,瑞昱,2379
虹光精密工業股份有限公司,虹光,2380
廣達電腦股份有限公司,廣達,2382
台光電子材料股份有限公司,台光電,2383
群光電子股份有限公司,群光,2385
精元電腦股份有限公司,精元,2387
威盛電子股份有限公司,威盛,2388
云辰電子開發股份有限公司,云辰,2390
正崴精密工業股份有限公司,正崴,2392
億光電子工業股份有限公司,億光,2393
研華股份有限公司,研華,2395
友通資訊股份有限公司,友通,2397
映泰股份有限公司,映泰,2399
凌陽科技股份有限公司,凌陽,2401
毅嘉科技股份有限公司,毅嘉,2402
漢唐集成股份有限公司,漢唐,2404
輔信科技股份有限公司,輔信,2405
國碩科技工業股份有限公司,國碩,2406
南亞科技股份有限公司,南亞科,2408
友達光電股份有限公司,友達,2409
中華電信股份有限公司,中華電,2412
環隆科技股份有限公司,環科,2413
精技電腦股份有限公司,精技,2414
錩新科技股份有限公司,錩新,2415
圓剛科技股份有限公司,圓剛,2417
仲琦科技股份有限公司,仲琦,2419
新巨企業股份有限公司,新巨,2420
建準電機工業股份有限公司,建準,2421
固緯電子實業股份有限公司,固緯,2423
隴華電子股份有限公司,隴華,2424
承啟科技股份有限公司,承啟,2425
鼎元光電科技股份有限公司,鼎元,2426
三商電腦股份有限公司,三商電,2427
興勤電子工業股份有限公司,興勤,2428
銘旺科技股份有限公司,銘旺科,2429
燦坤實業股份有限公司,燦坤,2430
聯昌電子企業股份有限公司,聯昌,2431
倚天酷碁股份有限公司,倚天酷碁-創,2432
互盛股份有限公司,互盛電,2433
統懋半導體股份有限公司,統懋,2434
偉詮電子股份有限公司,偉詮電,2436
翔耀實業股份有限公司,翔耀,2438
美律實業股份有限公司,美律,2439
太空梭高傳真資訊科技(股)公司,太空梭,2440
超豐電子股份有限公司,超豐,2441
新美齊股份有限公司,新美齊,2442
兆勁科技股份有限公司,兆勁,2444
京元電子股份有限公司,京元電子,2449
神腦國際企業股份有限公司,神腦,2450
創見資訊股份有限公司,創見,2451
凌群電腦股份有限公司,凌群,2453
聯發科技股份有限公司,聯發科,2454
全新光電科技股份有限公司,全新,2455
飛宏科技股份有限公司,飛宏,2457
義隆電子股份有限公司,義隆,2458
敦吉科技股份有限公司,敦吉,2459
建通精密工業股份有限公司,建通,2460
光群雷射科技股份有限公司,光群雷,2461
台灣良得電子股份有限公司,良得電,2462
盟立自動化股份有限公司,盟立,2464
麗臺科技股份有限公司,麗臺,2465
冠西電子企業股份有限公司,冠西電,2466
志聖工業股份有限公司,志聖,2467
華經資訊企業股份有限公司,華經,2468
資通電腦股份有限公司,資通,2471
立隆電子工業股份有限公司,立隆電,2472
可成科技股份有限公司,可成,2474
鉅祥企業股份有限公司,鉅祥,2476
美隆工業股份有限公司,美隆電,2477
大毅科技股份有限公司,大毅,2478
敦陽科技股份有限公司,敦陽科,2480
強茂股份有限公司,強茂,2481
連宇股份有限公司,連宇,2482
百容電子股份有限公司,百容,2483
希華晶體科技股份有限公司,希華,2484
兆赫電子股份有限公司,兆赫,2485
一詮精密工業股份有限公司,一詮,2486
漢平電子工業股份有限公司,漢平,2488
瑞軒科技股份有限公司,瑞軒,2489
吉祥全球實業股份有限公司,吉祥全,2491
華新科技股份有限公司,華新科,2492
揚博科技股份有限公司,揚博,2493
普安科技股份有限公司,普安,2495
卓越成功股份有限公司,卓越,2496
怡利電子工業股份有限公司,怡利電,2497
宏達國際電子股份有限公司,宏達電,2498
國泰建設股份有限公司,國建,2501
國產建材實業股份有限公司,國產,2504
國揚實業股份有限公司,國揚,2505
太平洋建設股份有限公司,太設,2506
全坤建設開發股份有限公司,全坤建,2509
太子建設開發股份有限公司,太子,2511
龍邦國際興業股份有限公司,龍邦,2514
中華工程股份有限公司,中工,2515
新亞建設開發股份有限公司,新建,2516
冠德建設股份有限公司,冠德,2520
京城建設股份有限公司,京城,2524
宏璟建設股份有限公司,宏璟,2527
皇普建設股份有限公司,皇普,2528
大華建設股份有限公司,華建,2530
宏盛建設股份有限公司,宏盛,2534
達欣工程股份有限公司,達欣工,2535
宏普建設股份有限公司,宏普,2536
聯上開發股份有限公司,聯上發,2537
基泰建設股份有限公司,基泰,2538
櫻花建設股份有限公司,櫻花建,2539
愛山林建設開發股份有限公司,愛山林,2540
興富發建設股份有限公司,興富發,2542
皇昌營造股份有限公司,皇昌,2543
皇翔建設股份有限公司,皇翔,2545
根基營造股份有限公司,根基,2546
日勝生活科技股份有限公司,日勝生,2547
華固建設股份有限公司,華固,2548
潤弘精密工程事業股份有限公司,潤弘,2597
益航股份有限公司,益航,2601
長榮海運股份有限公司,長榮,2603
新興航運股份有限公司,新興,2605
裕民航運股份有限公司,裕民,2606
長榮國際儲運股份有限公司,榮運,2607
嘉里大榮物流股份有限公司,嘉里大榮,2608
陽明海運股份有限公司,陽明,2609
中華航空股份有限公司,華航,2610
志信國際股份有限公司,志信,2611
中國航運股份有限公司,中航,2612
中國貨櫃運輸股份有限公司,中櫃,2613
東森國際股份有限公司,東森,2614
萬海航運股份有限公司,萬海,2615
山隆通運股份有限公司,山隆,2616
台灣航業股份有限公司,台航,2617
長榮航空股份有限公司,長榮航,2618
亞洲航空股份有限公司,亞航,2630
台灣高速鐵路股份有限公司,台灣高鐵,2633
漢翔航空工業股份有限公司,漢翔,2634
台驊國際控股股份有限公司,台驊控股,2636
慧洋海運股份有限公司,慧洋-KY,2637
台灣宅配通股份有限公司,宅配通,2642
長榮航太科技股份有限公司,長榮航太,2645
星宇航空股份有限公司,星宇航空,2646
萬華企業股份有限公司,萬企,2701
華園飯店股份有限公司,華園,2702
國賓大飯店股份有限公司,國賓,2704
六福開發股份有限公司,六福,2705
第一華僑大飯店股份有限公司,第一店,2706
晶華國際酒店股份有限公司,晶華,2707
遠雄悅來大飯店股份有限公司,遠雄來,2712
夏都國際開發股份有限公司,夏都,2722
開曼美食達人股份有限公司,美食-KY,2723
王品餐飲股份有限公司,王品,2727
雄獅旅行社股份有限公司,雄獅,2731
